SequenceID	Annotation	Length	BlastEvalue
seq_6	U2-L177	25	8.23e-09
seq_6	U2-L150	25	8.23e-09
seq_6	U2-L138	25	8.23e-09
seq_6	U2-L13	25	8.23e-09
seq_6	U2-L7	25	8.23e-09
seq_11	U6-L1696	25	8.23e-09
seq_11	U6-L1690	25	8.23e-09
seq_11	U6-L1683	25	8.23e-09
seq_11	U6-L1677	25	8.23e-09
seq_11	U6-L1663	25	8.23e-09
seq_11	U6-L1656	25	8.23e-09
seq_11	U6-L1649	25	8.23e-09
seq_11	U6-L1647	25	8.23e-09
seq_11	U6-L1646	25	8.23e-09
seq_11	U6-L1641	25	8.23e-09
seq_11	U6-L1635	25	8.23e-09
seq_11	U6-L1594	25	8.23e-09
seq_11	U6-L1590	25	8.23e-09
seq_11	U6-L1581	25	8.23e-09
seq_11	U6-L1579	25	8.23e-09
seq_11	U6-L1555	25	8.23e-09
seq_11	U6-L1553	25	8.23e-09
seq_11	U6-L1547	25	8.23e-09
seq_11	U6-L1544	25	8.23e-09
seq_11	U6-L1533	25	8.23e-09
seq_11	U6-L1516	25	8.23e-09
seq_11	U6-L1510	25	8.23e-09
seq_11	U6-L1469	25	8.23e-09
seq_11	U6-L1459	25	8.23e-09
seq_11	U6-L1450	25	8.23e-09
seq_11	U6-L1443	25	8.23e-09
seq_11	U6-L1393	25	8.23e-09
seq_11	U6-L1386	25	8.23e-09
seq_11	U6-L1380	25	8.23e-09
seq_11	U6-L1374	25	8.23e-09
seq_11	U6-L1369	25	8.23e-09
seq_11	U6-L1363	25	8.23e-09
seq_11	U6-L1300	25	8.23e-09
seq_11	U6-L1292	25	8.23e-09
seq_11	U6-L1283	25	8.23e-09
seq_11	U6-L1252	25	8.23e-09
seq_11	U6-L1245	25	8.23e-09
seq_11	U6-L1236	25	8.23e-09
seq_11	U6-L1211	25	8.23e-09
seq_11	U6-L1206	25	8.23e-09
seq_11	U6-L1205	25	8.23e-09
seq_11	U6-L1196	25	8.23e-09
seq_11	U6-L1185	25	8.23e-09
seq_11	U6-L1183	25	8.23e-09
seq_11	U6-L1182	25	8.23e-09
seq_11	U6-L1134	25	8.23e-09
seq_11	U6-L1124	25	8.23e-09
seq_11	U6-L1120	25	8.23e-09
seq_11	U6-L1105	25	8.23e-09
seq_11	U6-L1079	25	8.23e-09
seq_11	U6-L1066	25	8.23e-09
seq_11	U6-L1059	25	8.23e-09
seq_11	U6-L1050	25	8.23e-09
seq_11	U6-L1000	25	8.23e-09
seq_11	U6-L998	25	8.23e-09
seq_11	U6-L962	25	8.23e-09
seq_11	U6-L940	25	8.23e-09
seq_11	U6-L939	25	8.23e-09
seq_11	U6-L878	25	8.23e-09
seq_11	U6-L876	25	8.23e-09
seq_11	U6-L866	25	8.23e-09
seq_11	U6-L864	25	8.23e-09
seq_11	U6-L858	25	8.23e-09
seq_11	U6-L839	25	8.23e-09
seq_11	U6-L835	25	8.23e-09
seq_11	U6-L830	25	8.23e-09
seq_11	U6-L816	25	8.23e-09
seq_11	U6-L803	25	8.23e-09
seq_11	U6-L723	25	8.23e-09
seq_11	U6-L705	25	8.23e-09
seq_11	U6-L704	25	8.23e-09
seq_11	U6-L697	25	8.23e-09
seq_11	U6-L693	25	8.23e-09
seq_11	U6-L690	25	8.23e-09
seq_11	U6-L665	25	8.23e-09
seq_11	U6-L662	25	8.23e-09
seq_11	U6-L661	25	8.23e-09
seq_11	U6-L654	25	8.23e-09
seq_11	U6-L638	25	8.23e-09
seq_11	U6-L635	25	8.23e-09
seq_11	U6-L569	25	8.23e-09
seq_11	U6-L563	25	8.23e-09
seq_11	U6-L544	25	8.23e-09
seq_11	U6-L540	25	8.23e-09
seq_11	U6-L521	25	8.23e-09
seq_11	U6-L520	25	8.23e-09
seq_11	U6-L516	25	8.23e-09
seq_11	U6-L494	25	8.23e-09
seq_11	U6-L492	25	8.23e-09
seq_11	U6-L483	25	8.23e-09
seq_11	U6-L464	25	8.23e-09
seq_11	U6-L455	25	8.23e-09
seq_11	U6-L449	25	8.23e-09
seq_11	U6-L440	25	8.23e-09
seq_11	U6-L439	25	8.23e-09
seq_11	U6-L414	25	8.23e-09
seq_11	U6-L394	25	8.23e-09
seq_11	U6-L355	25	8.23e-09
seq_11	U6-L350	25	8.23e-09
seq_11	U6-L332	25	8.23e-09
seq_11	U6-L318	25	8.23e-09
seq_11	U6-L287	25	8.23e-09
seq_11	U6-L271	25	8.23e-09
seq_11	U6-L257	25	8.23e-09
seq_11	U6-L213	25	8.23e-09
seq_11	U6-L212	25	8.23e-09
seq_11	U6-L209	25	8.23e-09
seq_11	U6-L186	25	8.23e-09
seq_11	U6-L170	25	8.23e-09
seq_11	U6-L168	25	8.23e-09
seq_11	U6-L166	25	8.23e-09
seq_11	U6-L128	25	8.23e-09
seq_11	U6-L120	25	8.23e-09
seq_11	U6-L117	25	8.23e-09
seq_11	U6-L102	25	8.23e-09
seq_11	U6-L96	25	8.23e-09
seq_11	U6-L78	25	8.23e-09
seq_11	U6-L60	25	8.23e-09
seq_11	U6-L39	25	8.23e-09
seq_11	U6-L33	25	8.23e-09
seq_11	U6-L24	25	8.23e-09
seq_11	U6-L14	25	8.23e-09
seq_11	U6-L13	25	8.23e-09
seq_11	U6-L9	25	8.23e-09
seq_15	U2-L996	25	8.23e-09
seq_15	U2-L968	25	8.23e-09
seq_15	U2-L946	25	8.23e-09
seq_15	U2-L930	25	8.23e-09
seq_15	U2-L929	25	8.23e-09
seq_15	U2-L918	25	8.23e-09
seq_15	U2-L900	25	8.23e-09
seq_15	U2-L842	25	8.23e-09
seq_15	U2-L829	25	8.23e-09
seq_15	U2-L778	25	8.23e-09
seq_15	U2-L757	25	8.23e-09
seq_15	U2-L754	25	8.23e-09
seq_15	U2-L724	25	8.23e-09
seq_15	U2-L701	25	8.23e-09
seq_15	U2-L670	25	8.23e-09
seq_15	U2-L609	25	8.23e-09
seq_15	U2-L600	25	8.23e-09
seq_15	U2-L518	25	8.23e-09
seq_15	U2-L458	25	8.23e-09
seq_15	U2-L457	25	8.23e-09
seq_15	U2-L433	25	8.23e-09
seq_15	U2-L334	25	8.23e-09
seq_15	U2-L268	25	8.23e-09
seq_15	U2-L252	25	8.23e-09
seq_15	U2-L228	25	8.23e-09
seq_15	U2-L213	25	8.23e-09
seq_15	U2-L177	25	8.23e-09
seq_15	U2-L150	25	8.23e-09
seq_15	U2-L138	25	8.23e-09
seq_15	U2-L13	25	8.23e-09
seq_15	U2-L7	25	8.23e-09
seq_21	U6-L1696	25	8.23e-09
seq_21	U6-L1690	25	8.23e-09
seq_21	U6-L1683	25	8.23e-09
seq_21	U6-L1677	25	8.23e-09
seq_21	U6-L1673	25	8.23e-09
seq_21	U6-L1663	25	8.23e-09
seq_21	U6-L1656	25	8.23e-09
seq_21	U6-L1649	25	8.23e-09
seq_21	U6-L1647	25	8.23e-09
seq_21	U6-L1646	25	8.23e-09
seq_21	U6-L1641	25	8.23e-09
seq_21	U6-L1635	25	8.23e-09
seq_21	U6-L1603	25	8.23e-09
seq_21	U6-L1594	25	8.23e-09
seq_21	U6-L1590	25	8.23e-09
seq_21	U6-L1581	25	8.23e-09
seq_21	U6-L1579	25	8.23e-09
seq_21	U6-L1553	25	8.23e-09
seq_21	U6-L1547	25	8.23e-09
seq_21	U6-L1544	25	8.23e-09
seq_21	U6-L1533	25	8.23e-09
seq_21	U6-L1516	25	8.23e-09
seq_21	U6-L1510	25	8.23e-09
seq_21	U6-L1503	25	8.23e-09
seq_21	U6-L1469	25	8.23e-09
seq_21	U6-L1459	25	8.23e-09
seq_21	U6-L1450	25	8.23e-09
seq_21	U6-L1448	25	8.23e-09
seq_21	U6-L1443	25	8.23e-09
seq_21	U6-L1393	25	8.23e-09
seq_21	U6-L1386	25	8.23e-09
seq_21	U6-L1380	25	8.23e-09
seq_21	U6-L1374	25	8.23e-09
seq_21	U6-L1369	25	8.23e-09
seq_21	U6-L1363	25	8.23e-09
seq_21	U6-L1300	25	8.23e-09
seq_21	U6-L1292	25	8.23e-09
seq_21	U6-L1283	25	8.23e-09
seq_21	U6-L1252	25	8.23e-09
seq_21	U6-L1245	25	8.23e-09
seq_21	U6-L1237	25	8.23e-09
seq_21	U6-L1236	25	8.23e-09
seq_21	U6-L1211	25	8.23e-09
seq_21	U6-L1206	25	8.23e-09
seq_21	U6-L1205	25	8.23e-09
seq_21	U6-L1185	25	8.23e-09
seq_21	U6-L1182	25	8.23e-09
seq_21	U6-L1134	25	8.23e-09
seq_21	U6-L1120	25	8.23e-09
seq_21	U6-L1105	25	8.23e-09
seq_21	U6-L1079	25	8.23e-09
seq_21	U6-L1068	25	8.23e-09
seq_21	U6-L1066	25	8.23e-09
seq_21	U6-L1059	25	8.23e-09
seq_21	U6-L1050	25	8.23e-09
seq_21	U6-L998	25	8.23e-09
seq_21	U6-L962	25	8.23e-09
seq_21	U6-L940	25	8.23e-09
seq_21	U6-L939	25	8.23e-09
seq_21	U6-L888	25	8.23e-09
seq_21	U6-L878	25	8.23e-09
seq_21	U6-L866	25	8.23e-09
seq_21	U6-L864	25	8.23e-09
seq_21	U6-L858	25	8.23e-09
seq_21	U6-L839	25	8.23e-09
seq_21	U6-L835	25	8.23e-09
seq_21	U6-L830	25	8.23e-09
seq_21	U6-L816	25	8.23e-09
seq_21	U6-L803	25	8.23e-09
seq_21	U6-L775	25	8.23e-09
seq_21	U6-L705	25	8.23e-09
seq_21	U6-L704	25	8.23e-09
seq_21	U6-L697	25	8.23e-09
seq_21	U6-L693	25	8.23e-09
seq_21	U6-L690	25	8.23e-09
seq_21	U6-L674	25	8.23e-09
seq_21	U6-L665	25	8.23e-09
seq_21	U6-L661	25	8.23e-09
seq_21	U6-L654	25	8.23e-09
seq_21	U6-L638	25	8.23e-09
seq_21	U6-L635	25	8.23e-09
seq_21	U6-L634	25	8.23e-09
seq_21	U6-L569	25	8.23e-09
seq_21	U6-L567	25	8.23e-09
seq_21	U6-L563	25	8.23e-09
seq_21	U6-L550	25	8.23e-09
seq_21	U6-L544	25	8.23e-09
seq_21	U6-L540	25	8.23e-09
seq_21	U6-L521	25	8.23e-09
seq_21	U6-L520	25	8.23e-09
seq_21	U6-L516	25	8.23e-09
seq_21	U6-L494	25	8.23e-09
seq_21	U6-L492	25	8.23e-09
seq_21	U6-L483	25	8.23e-09
seq_21	U6-L455	25	8.23e-09
seq_21	U6-L449	25	8.23e-09
seq_21	U6-L440	25	8.23e-09
seq_21	U6-L439	25	8.23e-09
seq_21	U6-L414	25	8.23e-09
seq_21	U6-L394	25	8.23e-09
seq_21	U6-L389	25	8.23e-09
seq_21	U6-L355	25	8.23e-09
seq_21	U6-L350	25	8.23e-09
seq_21	U6-L332	25	8.23e-09
seq_21	U6-L318	25	8.23e-09
seq_21	U6-L293	25	8.23e-09
seq_21	U6-L271	25	8.23e-09
seq_21	U6-L257	25	8.23e-09
seq_21	U6-L213	25	8.23e-09
seq_21	U6-L212	25	8.23e-09
seq_21	U6-L170	25	8.23e-09
seq_21	U6-L168	25	8.23e-09
seq_21	U6-L166	25	8.23e-09
seq_21	U6-L120	25	8.23e-09
seq_21	U6-L117	25	8.23e-09
seq_21	U6-L102	25	8.23e-09
seq_21	U6-L96	25	8.23e-09
seq_21	U6-L60	25	8.23e-09
seq_21	U6-L39	25	8.23e-09
seq_21	U6-L33	25	8.23e-09
seq_21	U6-L24	25	8.23e-09
seq_21	U6-L22	25	8.23e-09
seq_21	U6-L9	25	8.23e-09
seq_22	U6-L1696	25	8.23e-09
seq_22	U6-L1690	25	8.23e-09
seq_22	U6-L1683	25	8.23e-09
seq_22	U6-L1673	25	8.23e-09
seq_22	U6-L1656	25	8.23e-09
seq_22	U6-L1649	25	8.23e-09
seq_22	U6-L1647	25	8.23e-09
seq_22	U6-L1646	25	8.23e-09
seq_22	U6-L1641	25	8.23e-09
seq_22	U6-L1635	25	8.23e-09
seq_22	U6-L1594	25	8.23e-09
seq_22	U6-L1590	25	8.23e-09
seq_22	U6-L1581	25	8.23e-09
seq_22	U6-L1579	25	8.23e-09
seq_22	U6-L1567	25	8.23e-09
seq_22	U6-L1547	25	8.23e-09
seq_22	U6-L1533	25	8.23e-09
seq_22	U6-L1516	25	8.23e-09
seq_22	U6-L1469	25	8.23e-09
seq_22	U6-L1459	25	8.23e-09
seq_22	U6-L1450	25	8.23e-09
seq_22	U6-L1448	25	8.23e-09
seq_22	U6-L1443	25	8.23e-09
seq_22	U6-L1405	25	8.23e-09
seq_22	U6-L1393	25	8.23e-09
seq_22	U6-L1386	25	8.23e-09
seq_22	U6-L1380	25	8.23e-09
seq_22	U6-L1374	25	8.23e-09
seq_22	U6-L1369	25	8.23e-09
seq_22	U6-L1363	25	8.23e-09
seq_22	U6-L1335	25	8.23e-09
seq_22	U6-L1300	25	8.23e-09
seq_22	U6-L1292	25	8.23e-09
seq_22	U6-L1283	25	8.23e-09
seq_22	U6-L1245	25	8.23e-09
seq_22	U6-L1236	25	8.23e-09
seq_22	U6-L1216	25	8.23e-09
seq_22	U6-L1211	25	8.23e-09
seq_22	U6-L1206	25	8.23e-09
seq_22	U6-L1205	25	8.23e-09
seq_22	U6-L1202	25	8.23e-09
seq_22	U6-L1180	25	8.23e-09
seq_22	U6-L1156	25	8.23e-09
seq_22	U6-L1134	25	8.23e-09
seq_22	U6-L1120	25	8.23e-09
seq_22	U6-L1105	25	8.23e-09
seq_22	U6-L1079	25	8.23e-09
seq_22	U6-L1068	25	8.23e-09
seq_22	U6-L1066	25	8.23e-09
seq_22	U6-L1059	25	8.23e-09
seq_22	U6-L1050	25	8.23e-09
seq_22	U6-L1025	25	8.23e-09
seq_22	U6-L998	25	8.23e-09
seq_22	U6-L962	25	8.23e-09
seq_22	U6-L939	25	8.23e-09
seq_22	U6-L866	25	8.23e-09
seq_22	U6-L864	25	8.23e-09
seq_22	U6-L830	25	8.23e-09
seq_22	U6-L803	25	8.23e-09
seq_22	U6-L775	25	8.23e-09
seq_22	U6-L705	25	8.23e-09
seq_22	U6-L704	25	8.23e-09
seq_22	U6-L700	25	8.23e-09
seq_22	U6-L697	25	8.23e-09
seq_22	U6-L693	25	8.23e-09
seq_22	U6-L674	25	8.23e-09
seq_22	U6-L665	25	8.23e-09
seq_22	U6-L661	25	8.23e-09
seq_22	U6-L654	25	8.23e-09
seq_22	U6-L638	25	8.23e-09
seq_22	U6-L635	25	8.23e-09
seq_22	U6-L634	25	8.23e-09
seq_22	U6-L569	25	8.23e-09
seq_22	U6-L567	25	8.23e-09
seq_22	U6-L563	25	8.23e-09
seq_22	U6-L550	25	8.23e-09
seq_22	U6-L544	25	8.23e-09
seq_22	U6-L540	25	8.23e-09
seq_22	U6-L520	25	8.23e-09
seq_22	U6-L494	25	8.23e-09
seq_22	U6-L492	25	8.23e-09
seq_22	U6-L483	25	8.23e-09
seq_22	U6-L455	25	8.23e-09
seq_22	U6-L440	25	8.23e-09
seq_22	U6-L439	25	8.23e-09
seq_22	U6-L355	25	8.23e-09
seq_22	U6-L350	25	8.23e-09
seq_22	U6-L318	25	8.23e-09
seq_22	U6-L293	25	8.23e-09
seq_22	U6-L292	25	8.23e-09
seq_22	U6-L271	25	8.23e-09
seq_22	U6-L257	25	8.23e-09
seq_22	U6-L255	25	8.23e-09
seq_22	U6-L213	25	8.23e-09
seq_22	U6-L212	25	8.23e-09
seq_22	U6-L170	25	8.23e-09
seq_22	U6-L168	25	8.23e-09
seq_22	U6-L166	25	8.23e-09
seq_22	U6-L120	25	8.23e-09
seq_22	U6-L117	25	8.23e-09
seq_22	U6-L102	25	8.23e-09
seq_22	U6-L96	25	8.23e-09
seq_22	U6-L60	25	8.23e-09
seq_22	U6-L39	25	8.23e-09
seq_22	U6-L24	25	8.23e-09
seq_22	U6-L9	25	8.23e-09
seq_32	hsa-mir-1267	25	8.23e-09
seq_36	HY3-L539	25	8.23e-09
seq_36	HY3-L529	25	8.23e-09
seq_36	HY3-L516	25	8.23e-09
seq_36	HY3-L492	25	8.23e-09
seq_36	HY3-L478	25	8.23e-09
seq_36	HY3-L467	25	8.23e-09
seq_36	HY3-L440	25	8.23e-09
seq_36	HY3-L432	25	8.23e-09
seq_36	HY3-L429	25	8.23e-09
seq_36	HY3-L425	25	8.23e-09
seq_36	HY3-L420	25	8.23e-09
seq_36	HY3-L417	25	8.23e-09
seq_36	HY3-L413	25	8.23e-09
seq_36	HY3-L404	25	8.23e-09
seq_36	HY3-L399	25	8.23e-09
seq_36	HY3-L396	25	8.23e-09
seq_36	HY3-L380	25	8.23e-09
seq_36	HY3-L372	25	8.23e-09
seq_36	HY3-L342	25	8.23e-09
seq_36	HY3-L338	25	8.23e-09
seq_36	HY3-L322	25	8.23e-09
seq_36	HY3-L308	25	8.23e-09
seq_36	HY3-L287	25	8.23e-09
seq_36	HY3-L279	25	8.23e-09
seq_36	HY3-L277	25	8.23e-09
seq_36	HY3-L240	25	8.23e-09
seq_36	HY3-L233	25	8.23e-09
seq_36	HY3-L224	25	8.23e-09
seq_36	HY3-L199	25	8.23e-09
seq_36	HY3-L196	25	8.23e-09
seq_36	HY3-L171	25	8.23e-09
seq_36	HY3-L168	25	8.23e-09
seq_36	HY3-L154	25	8.23e-09
seq_36	HY3-L145	25	8.23e-09
seq_36	HY3-L142	25	8.23e-09
seq_36	HY3-L138	25	8.23e-09
seq_36	HY3-L130	25	8.23e-09
seq_36	HY3-L118	25	8.23e-09
seq_36	HY3-L111	25	8.23e-09
seq_36	HY3-L105	25	8.23e-09
seq_36	HY3-L80	25	8.23e-09
seq_36	HY3-L61	25	8.23e-09
seq_36	HY3-L41	25	8.23e-09
seq_36	HY3-L36	25	8.23e-09
seq_39	U6-L305	25	8.23e-09
seq_41	LSU-rRNA_Hsa-L142	25	8.23e-09
seq_49	U2-L1075	25	8.23e-09
seq_49	U2-L1066	25	8.23e-09
seq_49	U2-L1064	25	8.23e-09
seq_49	U2-L1033	25	8.23e-09
seq_49	U2-L1030	25	8.23e-09
seq_49	U2-L1013	25	8.23e-09
seq_49	U2-L1011	25	8.23e-09
seq_49	U2-L1008	25	8.23e-09
seq_49	U2-L977	25	8.23e-09
seq_49	U2-L937	25	8.23e-09
seq_49	U2-L915	25	8.23e-09
seq_49	U2-L906	25	8.23e-09
seq_49	U2-L889	25	8.23e-09
seq_49	U2-L866	25	8.23e-09
seq_49	U2-L835	25	8.23e-09
seq_49	U2-L816	25	8.23e-09
seq_49	U2-L815	25	8.23e-09
seq_49	U2-L813	25	8.23e-09
seq_49	U2-L806	25	8.23e-09
seq_49	U2-L796	25	8.23e-09
seq_49	U2-L794	25	8.23e-09
seq_49	U2-L789	25	8.23e-09
seq_49	U2-L780	25	8.23e-09
seq_49	U2-L775	25	8.23e-09
seq_49	U2-L773	25	8.23e-09
seq_49	U2-L769	25	8.23e-09
seq_49	U2-L768	25	8.23e-09
seq_49	U2-L756	25	8.23e-09
seq_49	U2-L740	25	8.23e-09
seq_49	U2-L712	25	8.23e-09
seq_49	U2-L709	25	8.23e-09
seq_49	U2-L692	25	8.23e-09
seq_49	U2-L664	25	8.23e-09
seq_49	U2-L660	25	8.23e-09
seq_49	U2-L646	25	8.23e-09
seq_49	U2-L614	25	8.23e-09
seq_49	U2-L587	25	8.23e-09
seq_49	U2-L586	25	8.23e-09
seq_49	U2-L573	25	8.23e-09
seq_49	U2-L570	25	8.23e-09
seq_49	U2-L563	25	8.23e-09
seq_49	U2-L557	25	8.23e-09
seq_49	U2-L556	25	8.23e-09
seq_49	U2-L524	25	8.23e-09
seq_49	U2-L491	25	8.23e-09
seq_49	U2-L490	25	8.23e-09
seq_49	U2-L488	25	8.23e-09
seq_49	U2-L460	25	8.23e-09
seq_49	U2-L445	25	8.23e-09
seq_49	U2-L441	25	8.23e-09
seq_49	U2-L423	25	8.23e-09
seq_49	U2-L400	25	8.23e-09
seq_49	U2-L397	25	8.23e-09
seq_49	U2-L363	25	8.23e-09
seq_49	U2-L362	25	8.23e-09
seq_49	U2-L356	25	8.23e-09
seq_49	U2-L352	25	8.23e-09
seq_49	U2-L350	25	8.23e-09
seq_49	U2-L340	25	8.23e-09
seq_49	U2-L336	25	8.23e-09
seq_49	U2-L327	25	8.23e-09
seq_49	U2-L316	25	8.23e-09
seq_49	U2-L309	25	8.23e-09
seq_49	U2-L293	25	8.23e-09
seq_49	U2-L263	25	8.23e-09
seq_49	U2-L255	25	8.23e-09
seq_49	U2-L254	25	8.23e-09
seq_49	U2-L253	25	8.23e-09
seq_49	U2-L251	25	8.23e-09
seq_49	U2-L182	25	8.23e-09
seq_49	U2-L180	25	8.23e-09
seq_49	U2-L174	25	8.23e-09
seq_49	U2-L173	25	8.23e-09
seq_49	U2-L157	25	8.23e-09
seq_49	U2-L155	25	8.23e-09
seq_49	U2-L146	25	8.23e-09
seq_49	U2-L141	25	8.23e-09
seq_49	U2-L95	25	8.23e-09
seq_49	U2-L88	25	8.23e-09
seq_49	U2-L40	25	8.23e-09
seq_49	U2-L34	25	8.23e-09
seq_49	U2-L29	25	8.23e-09
seq_49	U2-L28	25	8.23e-09
seq_49	U2-L12	25	8.23e-09
seq_49	U2-L3	25	8.23e-09
seq_52	U6-L1696	25	8.23e-09
seq_52	U6-L1683	25	8.23e-09
seq_52	U6-L1673	25	8.23e-09
seq_52	U6-L1656	25	8.23e-09
seq_52	U6-L1649	25	8.23e-09
seq_52	U6-L1647	25	8.23e-09
seq_52	U6-L1590	25	8.23e-09
seq_52	U6-L1579	25	8.23e-09
seq_52	U6-L1567	25	8.23e-09
seq_52	U6-L1547	25	8.23e-09
seq_52	U6-L1516	25	8.23e-09
seq_52	U6-L1476	25	8.23e-09
seq_52	U6-L1459	25	8.23e-09
seq_52	U6-L1443	25	8.23e-09
seq_52	U6-L1292	25	8.23e-09
seq_52	U6-L1211	25	8.23e-09
seq_52	U6-L1202	25	8.23e-09
seq_52	U6-L1180	25	8.23e-09
seq_52	U6-L1176	25	8.23e-09
seq_52	U6-L1156	25	8.23e-09
seq_52	U6-L1120	25	8.23e-09
seq_52	U6-L1105	25	8.23e-09
seq_52	U6-L1079	25	8.23e-09
seq_52	U6-L1066	25	8.23e-09
seq_52	U6-L1059	25	8.23e-09
seq_52	U6-L1050	25	8.23e-09
seq_52	U6-L1029	25	8.23e-09
seq_52	U6-L1025	25	8.23e-09
seq_52	U6-L830	25	8.23e-09
seq_52	U6-L722	25	8.23e-09
seq_52	U6-L705	25	8.23e-09
seq_52	U6-L704	25	8.23e-09
seq_52	U6-L700	25	8.23e-09
seq_52	U6-L693	25	8.23e-09
seq_52	U6-L638	25	8.23e-09
seq_52	U6-L634	25	8.23e-09
seq_52	U6-L569	25	8.23e-09
seq_52	U6-L563	25	8.23e-09
seq_52	U6-L520	25	8.23e-09
seq_52	U6-L494	25	8.23e-09
seq_52	U6-L492	25	8.23e-09
